[18.05.2018 21:53:05] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:06] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:07] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:08] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:09] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:10] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:11] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:12] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:13] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:14] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:15] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:16] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:17] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:18] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:19] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:20] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:21] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:22] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:23] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:24] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:25] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:26] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:27] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:28] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:29] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:30] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:31] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:32] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:33] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:34] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:35] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:36] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:37] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:38] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:39] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:40] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:41] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:42] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:43] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:44] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:45] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:46] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:47] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:48] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:49] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:50] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:51] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:52] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:53] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:54] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:55] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:56] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:57] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:53:58] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
